network_index,network_name,title,description,networkDomain,subDomain,sourceUrl,number_nodes,number_edges
459.0,588f93d5a411221d0e7c6793,Java packages (various),Eight networks representing software dependencies among various kinds of java libraries. Nodes represent packages and a directed edge indicates a dependency of one package on another.,Technological,Software,https://arxiv.org/abs/1105.4276,398.0,943.0
460.0,588f93d5a411221d0e7c6792,Java packages (various),Eight networks representing software dependencies among various kinds of java libraries. Nodes represent packages and a directed edge indicates a dependency of one package on another.,Technological,Software,https://arxiv.org/abs/1105.4276,504.0,1139.0
461.0,588f93d5a411221d0e7c6791,Java packages (various),Eight networks representing software dependencies among various kinds of java libraries. Nodes represent packages and a directed edge indicates a dependency of one package on another.,Technological,Software,https://arxiv.org/abs/1105.4276,486.0,2717.0
462.0,588f9554a411221d0e7c679b,Guava library dependencies (2012),"A network of software dependencies in Guava r07 core libraries. Nodes represent libraries, and a directed edge indicates a dependency of one library on another.",Technological,Software,https://arxiv.org/abs/1202.3188,457.0,926.0
463.0,588f9892a411221d0e7c67a0,Java library dependencies (2014),A network of software dependencies among third party Java libraries. Nodes represent libraries and a directed edge denotes a library dependency on another.,Technological,Software,http://www.worldscientific.com/doi/abs/10.1142/S0219525914500222,249.0,802.0
464.0,595b1429549f067e0263b51f,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,128.0,143.0
465.0,595b1429549f067e0263b51e,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,104.0,114.0
466.0,595b1429549f067e0263b51d,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,170.0,182.0
467.0,595b1429549f067e0263b51c,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,141.0,149.0
468.0,595b1429549f067e0263b51a,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,266.0,308.0
469.0,595b1429549f067e0263b518,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,209.0,240.0
470.0,595b1429549f067e0263b519,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,147.0,164.0
471.0,595b1429549f067e0263b517,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,134.0,156.0
472.0,595b1429549f067e0263b516,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,433.0,475.0
474.0,595b1429549f067e0263b514,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,299.0,356.0
476.0,595b1429549f067e0263b512,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,148.0,158.0
477.0,595b1429549f067e0263b511,World subways (2009),"Networks of subway systems in various major cities around the world. In these networks, nodes are subway stations and edges connecting them are subway lines. Download links point to a web page where one can download all of the network data in .zip file.",Transportation,Public Transport,http://rsif.royalsocietypublishing.org/content/early/2012/05/15/rsif.2012.0259.article-info,217.0,262.0
478.0,56e9db8da6d70217090cdf2b,FAO Multiplex Trade Network,Multiplex network representing trade relationships between countries from the Food and Agricultural Organization of the United Nations.  Countries are nodes and edge types represent import/export of varying products.  Data hosted by Manlio De Domenico.,Economic,Trade,http://www.nature.com/ncomms/2015/150423/ncomms7864/abs/ncomms7864.html,183.0,945.0
479.0,56a85c8e26855e083a2f7954,Roget's Thesaurus (1879),"The network Roget.net is based on the file roget.dat from the Stanford GraphBase that contains cross-references in Roget's Thesaurus, 1879.  Network vertices represent categories in the 1879 edition of Peter Mark Roget's Thesaurus of English Words and Phrases, and edges represent references between categories",Informational,Language,http://www-cs-faculty.stanford.edu/~uno/sgb.html,994.0,3640.0
480.0,5728dc4b461efe0c7a675f41,ITC99 Benchmark Circuits,"Networks of benchmark digital circuits of ITC99. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality",Technological,Digital Circuit,http://ddd.fit.cvut.cz/prj/Benchmarks/,149.0,273.0
481.0,5728dc4b461efe0c7a675f40,ITC99 Benchmark Circuits,"Networks of benchmark digital circuits of ITC99. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality",Technological,Digital Circuit,http://ddd.fit.cvut.cz/prj/Benchmarks/,737.0,1341.0
482.0,5728dc4b461efe0c7a675f3f,ITC99 Benchmark Circuits,"Networks of benchmark digital circuits of ITC99. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality",Technological,Digital Circuit,http://ddd.fit.cvut.cz/prj/Benchmarks/,998.0,1928.0
483.0,5728dc4b461efe0c7a675f3d,ITC99 Benchmark Circuits,"Networks of benchmark digital circuits of ITC99. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality",Technological,Digital Circuit,http://ddd.fit.cvut.cz/prj/Benchmarks/,441.0,802.0
484.0,5728dc4b461efe0c7a675f3c,ITC99 Benchmark Circuits,"Networks of benchmark digital circuits of ITC99. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality",Technological,Digital Circuit,http://ddd.fit.cvut.cz/prj/Benchmarks/,167.0,309.0
485.0,5728dc4b461efe0c7a675f3b,ITC99 Benchmark Circuits,"Networks of benchmark digital circuits of ITC99. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality",Technological,Digital Circuit,http://ddd.fit.cvut.cz/prj/Benchmarks/,159.0,293.0
486.0,5728dc4b461efe0c7a675f3a,ITC99 Benchmark Circuits,"Networks of benchmark digital circuits of ITC99. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality",Technological,Digital Circuit,http://ddd.fit.cvut.cz/prj/Benchmarks/,189.0,361.0
